"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent","middleX","middleY","middleIGRID","middleOGRID"
"9965",741,741,5506081,561,3,2,"16.75","61","73.5","83.25",24,6,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,1181,"classic","22.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",67,294,244,333,NA,1,4,1,2,TRUE,TRUE,NA,227,56.75,89,22.25,20203,12.626875,632,39.5,316,39.5,180.5,288.5,3,2
"9967",741,741,5506219,173,3,3,"21.75","59.75","60","84.5",36,9,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,1181,"classic","22.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",87,240,239,338,NA,2,4,1,2,FALSE,TRUE,NA,153,38.25,99,24.75,15147,9.466875,504,31.5,252,31.5,163.5,288.5,3,2
"9969",741,741,5506357,920,2,4,"30.75","52","77.75","73.25",32,8,-1,-1,1253,1251,1255,336,336,"nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",83,"classic","UV4",1253,1181,"classic","22.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt",123,311,208,293,NA,2,4,2,3,FALSE,TRUE,NA,188,47,85,21.25,15980,9.9875,546,34.125,273,34.125,217,250.5,3,2
"9971",741,741,5506495,23,3,2,"26.75","74.75","70.25","95",24,6,-1,-1,1255,1253,1257,337,337,"Konkurs von Auftragsnehmern","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",84,"classic","UV5",1255,1181,"classic","22.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","","Bau- und Projektverzug",107,281,299,380,NA,2,4,1,2,TRUE,TRUE,NA,174,43.5,81,20.25,14094,8.80875,510,31.875,255,31.875,194,339.5,3,1
"9973",741,741,5506633,4183,4,2,"28.75","45.25","75","69.75",32,8,-1,-1,1257,1255,1259,338,338,"fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",85,"classic","UV6",1257,1181,"classic","22.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","Marktsituation","Bau- und Projektverzug",115,300,181,279,NA,2,4,2,3,TRUE,TRUE,NA,185,46.25,98,24.5,18130,11.33125,566,35.375,283,35.375,207.5,230,3,3
"9975",741,741,5506771,24,5,2,"35.5","73.75","100","98.5",40,10,-1,-1,1259,1257,0,339,339,"Änderung/Reduktion der/des medizinischen Leistungsplanung/-spektrums/-angebotsplanung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",86,"classic","UV7",1259,1181,"classic","22.09.2022",1,"22.09.2022","","06.10.2022",2,1,"","	- keine umfassende Berücksichtigung des gesundheitspolitischen Bedarfs sowie der Nutzeranforderungen <br>- Reduktion der räumlichen Strukturen <br>- Neudefinition von Prozessen aufgrund eines veränderten diagnostischen Ablaufs <br>- betriebsorganisatorische und personalstrukturelle Veränderungen","	- keine Deckung der Nachfrage <br>- keine Erfüllung des Versorgungsauftrags",142,400,295,394,NA,2,5,1,2,TRUE,TRUE,NA,258,64.5,99,24.75,25542,15.96375,714,44.625,357,44.625,271,344.5,4,1
"9977",725,725,5771801,48,4,3,"14.5","15.25","89.5","48",48,12,-1,-1,1269,0,1271,344,344,"keine umfangreiche Information aller Betroffenen und Beteiligten (z. B. zur weiteren (Unternehmens- und Abteilungs-)Strategie bzgl. Fortbestand der Therapiestation und des Zyklotron, sowie den Funktionsräumen von Gebäude 161 (SPECT/PET); Schilddrüsenspezialambulanz)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",1,"classic","BB1",1269,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- keine umfassende, zeitgerechte Einbindung und Kommunikation und Information durch in der Projektorganisation und das KD <br>- keine ausreichenden Ressourcenverfügbarkeit für Projekttermine usw. <br>- Masterplan nicht kommuniziert","	- Projektänderungswünsche <br>- Projektverzögerungen <br>- Nutzerunzufriedenheit <br>- keine Identifikation mit dem Projekt <br>- Skepsis, Ängste bzw. keine Zustimmung der Beteiligten und Betroffenen",58,358,61,192,NA,1,5,3,5,TRUE,TRUE,NA,300,75,131,32.75,39300,24.5625,862,53.875,431,53.875,208,126.5,3,4
"9979",725,725,5771941,21,3,3,"9.75","12.75","88","50",36,9,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",39,352,51,200,NA,1,5,3,5,TRUE,TRUE,NA,313,78.25,149,37.25,46637,29.148125,924,57.75,462,57.75,195.5,125.5,3,4
"9981",725,725,5772081,15,5,5,"6.5","5.25","95","16",100,25,-1,-1,1377,1271,1273,346,346,"Nutzung der Erfahrung der Beteiligten aus den Fachbereichen, Fachbereichsmitarbeiter:innen zu Beteiligten machen und einbeziehen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",3,"classic","BB3",1377,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","Frühzeitige Erhebung und Berücksichtigung von Schnittstellenproblemen und -defiziten",26,380,21,64,NA,1,5,5,5,TRUE,TRUE,NA,354,88.5,43,10.75,15222,9.51375,794,49.625,397,49.625,203,42.5,3,5
"9983",725,725,5772221,20,4,3,"9.5","4.75","92.75","76.75",48,12,-1,-1,1273,1377,1275,347,347,"keine ausreichende Ressourcenverfügbarkeit bei den Betroffenen und Beteiligten (z. B. für Projektsitzungen im Rahmen der Planung, Umsetzung und Übersiedelung)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",4,"classic","BB4",1273,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","im Rahmen der Projektplanung werden Dienstpläne, Urlaubszeiten oder Zeiten intensiver zusätzlicher Tätigkeiten (z. B. Jahresabschluss) nicht berücksichtigt <br>(Fachbereiche, Hygiene)","	- Projektverzögerung <br>- verzögerte Inbetriebnahme",38,371,19,307,NA,1,5,2,5,TRUE,TRUE,NA,333,83.25,288,72,95904,59.94,1242,77.625,621,77.625,204.5,163,3,3
"9985",725,725,5772361,15,4,4,"7.25","6.5","92","14",64,16,-1,-1,1275,1273,1277,348,348,"Abhängigkeiten der Projektumsetzung von Einzelpersonen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",5,"classic","BB5",1275,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","",29,368,26,56,NA,1,5,5,5,FALSE,TRUE,NA,339,84.75,30,7.5,10170,6.35625,738,46.125,369,46.125,198.5,41,3,5
"9987",725,725,5772501,20,5,3,"17.75","5.5","93","17.5",60,15,-1,-1,1277,1275,1279,349,349,"Veränderte bzw. nicht/besonders wahrgenommene Zuständigkeit","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",6,"classic","BB6",1277,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","",71,372,22,70,NA,1,5,5,5,FALSE,TRUE,NA,301,75.25,48,12,14448,9.03,698,43.625,349,43.625,221.5,46,3,5
"9989",725,725,5772641,11,4,3,"11.25","5.25","91","37.5",48,12,-1,-1,1279,1277,1281,350,350,"neue, überzogene (An-)Forderungen der Nutzer/Partner","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",7,"classic","BB7",1279,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",45,364,21,150,NA,1,5,4,5,FALSE,TRUE,NA,319,79.75,129,32.25,41151,25.719375,896,56,448,56,204.5,85.5,3,4
"9991",725,725,5772781,17,3,3,"10.75","6.25","86.75","44.25",36,9,-1,-1,1281,1279,1283,351,351,"Falsche oder nicht ausgesprochene Erwartungen durch Nutzer, Partner, Anrainer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",8,"classic","BB8",1281,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",43,347,25,177,NA,1,5,3,5,TRUE,TRUE,NA,304,76,152,38,46208,28.88,912,57,456,57,195,101,3,4
"9993",725,725,5772921,11,3,3,"10","9.25","88.5","47.75",36,9,-1,-1,1283,1281,1285,352,352,"Überlastung des Projektteams","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",9,"classic","BB9",1283,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","mehrere gleichzeitig laufende Projekte","Projektverzögerung",40,354,37,191,NA,1,5,3,5,TRUE,TRUE,NA,314,78.5,154,38.5,48356,30.2225,936,58.5,468,58.5,197,114,3,4
"9995",725,725,5773061,12,3,3,"14","10","97.75","69.25",36,9,-1,-1,1285,1283,1287,353,353,"mangelnde Unterstützung/Widerstand von Beteiligten und Betroffenen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",10,"classic","BB10",1285,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","Projektverzögerung",56,391,40,277,NA,1,5,2,5,TRUE,TRUE,NA,335,83.75,237,59.25,79395,49.621875,1144,71.5,572,71.5,223.5,158.5,3,4
"9997",725,725,5773201,12,4,3,"14","7.75","90","23.25",48,12,-1,-1,1287,1285,1289,354,354,"langwierige Entscheidungsfindung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",11,"classic","OR1",1287,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- unklare Entscheidungs- und Freigabeprozesse <br>- unklare Zuständigkeiten <br>- keine klare Festlegung, Darstellung und Kommunikation des Projektaufbau und -ablauforganisations sowie der Entscheidungsmatrix <br>- Wechsel von Schlüsselpersonen","	- Projektverzögerung",56,360,31,93,NA,1,5,4,5,FALSE,TRUE,NA,304,76,62,15.5,18848,11.78,732,45.75,366,45.75,208,62,3,5
"9999",725,725,5773341,12,5,2,"17.5","6.25","97.5","28.75",40,10,-1,-1,1289,1287,1291,355,355,"unzureichende Kompetenz und Erfahrung des Projektleiter, Krankenhaushygienikers usw.","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",12,"classic","OR2",1289,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- Projektleiter bzw. Hygieniker ist zu kurz im Unternehmen, um die Struktur und Handlungsweisen des Unternehmens zu verstehen","	- Projektverzögerung",70,390,25,115,NA,1,5,4,5,FALSE,TRUE,NA,320,80,90,22.5,28800,18,820,51.25,410,51.25,230,70,3,5
"10001",725,725,5773481,7,4,2,"17","5.25","96.25","37",32,8,-1,-1,1291,1289,1293,356,356,"keine Integration QMS und RMS","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",13,"classic","OR3",1291,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","",68,385,21,148,NA,1,5,4,5,FALSE,TRUE,NA,317,79.25,127,31.75,40259,25.161875,888,55.5,444,55.5,226.5,84.5,3,4
"10003",725,725,5773621,8,5,3,"14.75","6","92.75","42.5",60,15,-1,-1,1293,1291,1295,357,357,"keine ausreichende Berücksichtigung/Koordination der vielen Beteiligten und/oder Schnittstellen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",14,"classic","OR4",1293,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","",59,371,24,170,NA,1,5,3,5,TRUE,TRUE,NA,312,78,146,36.5,45552,28.47,916,57.25,458,57.25,215,97,3,4
"10005",725,725,5773761,11,5,3,"17.25","7","93","44.25",60,15,-1,-1,1295,1293,1297,358,358,"fehlende selbständige interne Koordination der Fachabteilung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",15,"classic","OR5",1295,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- kein Verständnis der übermittelten Information <br>- keine interne Kommunikation und Information in der Abteilung","Wissensdefizit <br>ineffiziente Arbeitssitzungen",69,372,28,177,NA,1,5,3,5,TRUE,TRUE,NA,303,75.75,149,37.25,45147,28.216875,904,56.5,452,56.5,220.5,102.5,3,4
"10007",725,725,5773901,21,5,3,"14.75","5.5","96.75","35.25",60,15,-1,-1,1297,1295,1299,359,359,"Wechsel wesentlicher Schlüsselpersonen für die Umsetzung/Verantwortlicher im Projektteam (z. B. Projektleitung, Nutzer, Planer, Auftraggeber, Verantwortungsträger in einzelnen Bereichen z. B. Technik), Know-How-Träger stehen nicht zur Verfügung / Veränderung in den Entscheidungsstrukturen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",16,"classic","OR6",1297,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- keine rechtzeitige Nachfolgeregelung z. B. bei Pensionierungen <br>- fachliche Überforderung <br>- Neubesetzungen","	- mangelhafter Wissenstransfer <br>- Ressourcenlücken <br>- Verzögerungen bzw. Projekt kann nicht entsprechend denfinierten Projektzielen umgesetzt werden z. B. durch  Veränderungen in den Entscheidungsstrukturen",59,387,22,141,NA,1,5,4,5,FALSE,TRUE,NA,328,82,119,29.75,39032,24.395,894,55.875,447,55.875,223,81.5,3,4
"10009",725,725,5774041,21,4,3,"18.5","8.5","92.75","49.5",48,12,-1,-1,1299,1297,1301,360,360,"es besteht kein effizientes Änderungsmanagement","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",17,"classic","PA1",1299,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- zu viele Entscheider","	- Verzögerung <br>- Mehrkosten",74,371,34,198,NA,1,5,3,5,TRUE,TRUE,NA,297,74.25,164,41,48708,30.4425,922,57.625,461,57.625,222.5,116,3,4
"10011",725,725,5774181,14,4,3,"13.75","6.25","95.25","35.25",48,12,-1,-1,1301,1299,1303,361,361,"verzögerte Freigabe von Planungsschritten und Genehmigungschritten (PA1)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",18,"classic","PA2",1301,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- fehlende Vorgaben Betriebsorganisation <br>- nicht geführte Diskussionen zu Fragen der Betriebsorganisation <br>- keine Klärung und Dokumentation der neuen Betriebsprozesse bzw. Patient:innenverantwortlichkeiten im neuen Behandlungsprozess","	- Verzögerung Gesamtprojektfortschritt <br>- fehlende Akzeptanz bei Nutzern",55,381,25,141,NA,1,5,4,5,FALSE,TRUE,NA,326,81.5,116,29,37816,23.635,884,55.25,442,55.25,218,83,3,4
"10013",725,725,5774321,14,4,4,"10","5","92.25","28",64,16,-1,-1,1303,1301,1305,362,362,"Raumplanung nicht am Betriebsbedarf ausgerichtet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",19,"classic","PF1",1303,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","zu wenig Räumlichkeiten (6 OP-Räume und 2 Eingriffsräume) bzw. Platz (z. B. Ambulanzzentrum) für 60.000 ambulante Patienten jährlich","	- Einschränkung der Betriebsabläufe (ineffektiv und ineffizient) <br>- Wartezeiten für Patient:innen <br>- reduzierte Patienten- und Mitarbeiter:innen-Zufriedenheit",40,369,20,112,NA,1,5,4,5,TRUE,TRUE,NA,329,82.25,92,23,30268,18.9175,842,52.625,421,52.625,204.5,66,3,5
"10015",725,725,5774461,17,4,3,"14.5","6.25","89.5","22",48,12,-1,-1,1305,1303,1379,363,363,"Betriebsunterbrechungen bzw. -ausfälle länger als 1 Arbeitswoche (Weiterbestand/Sanierung des restlichen Gebäudes 161 (inkl. den Räumlichkeiten für 3 SPECT/CT, 1 PET/CT) - Eingangsbereich 161","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",20,"classic","PF2",1305,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- Zwischenaussiedelung der Schilddrüsenambulanz zur Baufeldfeimachung <br>- zusätzliches Baufeld wird benötigt","	- Gefährdung der Patietnt:innen-Sicherheit (onkologisch) <br>- Nicht-Erfüllung des Versorgungsauftrages <br>- Mehrkosten  <br>- Mehrbedarf Personalressourcen <br>- länger Bauzeit <br>- keine Nachnutzung",58,358,25,88,NA,1,5,4,5,FALSE,TRUE,NA,300,75,63,15.75,18900,11.8125,726,45.375,363,45.375,208,56.5,3,5
"10017",725,725,5774601,14,5,4,"7.75","4.5","95.25","11.75",80,20,-1,-1,1379,1305,1307,364,364,"Etablierung einer zentralen Leitstelle für die Schilddrüsenambulanz und die Nuklearmedizin","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",21,"classic","PF3",1379,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","	- effektive und effiziente Prozessgestaltung <br>- Ressourcenschonung <br>- gesteigerte Patienten- und Mitarbeiter:innen-Zufriedenheit",31,381,18,47,NA,1,5,5,5,FALSE,TRUE,NA,350,87.5,29,7.25,10150,6.34375,758,47.375,379,47.375,206,32.5,3,5
"10019",725,725,5774741,19,4,3,"9.5","5.5","92.25","31.25",48,12,-1,-1,1307,1379,1381,365,365,"Schulungs- und Einführungsaufwand","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",22,"classic","PF4",1307,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- neuartige Technologien <br>- Verfahren <br>- Prozesse <br>- Materialien","	- Personalmehraufwand",38,369,22,125,NA,1,5,4,5,FALSE,TRUE,NA,331,82.75,103,25.75,34093,21.308125,868,54.25,434,54.25,203.5,73.5,3,5
"10021",725,725,5774881,10,5,4,"9.5","3.75","93.5","14.5",80,20,-1,-1,1381,1307,1397,366,366,"Harmonisierung unterschiedlicher Standards und Umsetzungsgrade in prozessübergreifenden Managementsystemen (z. B.  Qualitäts- und Risikomanagement, ISMS, Compliance) und anderen Systemen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",23,"classic","PF5",1381,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","",38,374,15,58,NA,1,5,5,5,FALSE,TRUE,NA,336,84,43,10.75,14448,9.03,758,47.375,379,47.375,206,36.5,3,5
"10023",725,725,5775021,8,4,4,"5.25","3.25","93.25","15.75",64,16,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","HNO, 1. Med.","",21,373,13,63,NA,1,5,5,5,FALSE,TRUE,NA,352,88,50,12.5,17600,11,804,50.25,402,50.25,197,38,3,5
"10025",725,725,5775161,11,2,3,"13.5","5.75","75.75","69.5",24,6,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","",54,303,23,278,NA,1,4,2,5,TRUE,TRUE,NA,249,62.25,255,63.75,63495,39.684375,1008,63,504,63,178.5,150.5,3,4
"10027",725,725,5775301,10,2,3,"13.75","5.75","72.5","61.5",24,6,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- kein Abriss","	- Mehrkosten",55,290,23,246,NA,1,4,2,5,TRUE,TRUE,NA,235,58.75,223,55.75,52405,32.753125,916,57.25,458,57.25,172.5,134.5,3,4
"10029",725,725,5775441,25,4,4,"10.5","7.25","72.75","42",64,16,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",42,291,29,168,NA,1,4,3,5,TRUE,TRUE,NA,249,62.25,139,34.75,34611,21.631875,776,48.5,388,48.5,166.5,98.5,3,4
"10031",725,725,5775581,8,4,3,"9.75","7.5","91.75","35",48,12,-1,-1,1313,1311,1315,283,283,"keine ausreichende Berücksichtigung von Kapazitäten, Zeit, Kosten in der Planung der Übersiedelung während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",28,"classic","PF10",1313,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","","	- Projektkosten können nicht eingehalten werden / werden wesentlich überschritten <br>- verzögerte Inbetriebnahme",39,367,30,140,NA,1,5,4,5,FALSE,TRUE,NA,328,82,110,27.5,36080,22.55,876,54.75,438,54.75,203,85,3,4
"10033",725,725,5775721,7,4,3,"10.75","6.25","90.75","35.25",48,12,-1,-1,1315,1313,1317,284,284,"keine ausreichende Berücksichtigung der Schnittstellen zwischen Projekt und laufendem Betrieb (technisch)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",29,"classic","PF11",1315,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- keine ausreichenden technischen Gegebenheiten und Kapazitäten (Energie, Wasser, Klima, Gas, HT usw.)","	- Schnittstellenprobleme <br>- Mehrkosten",43,363,25,141,NA,1,5,4,5,FALSE,TRUE,NA,320,80,116,29,37120,23.2,872,54.5,436,54.5,203,83,3,4
"10035",725,725,5775861,20,4,3,"9.25","8.25","87.25","37",48,12,-1,-1,1317,1315,1319,285,285,"negative Auswirkung und Beeinflussung des angrenzenden (laufenden) Betriebs","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",30,"classic","PF12",1317,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- Nähe zum Baufeld (Erschütterungen, Lärm, Staub) <br>- keine adäquate Baufeldabgrenzung","	- Einschränkgung im Bereich (z. B. Nukl.Med., Notfallaufnahmen, Zufahrt) <br>- klinische Abläufe <br>- Patient:innen- und Mitarbeiter:innensicherheit und -zufriedenheit <br>- Gerätesicherheit <br>- Hygiene <br>- Logistik <br>- Brandschutz uvm.",37,349,33,148,NA,1,5,4,5,FALSE,TRUE,NA,312,78,115,28.75,35880,22.425,854,53.375,427,53.375,193,90.5,3,4
"10037",725,725,5776001,12,4,3,"7","7","90.75","33.75",48,12,-1,-1,1319,1317,1383,286,286,"Neu-Bewilligungen werden notwendig","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",31,"classic","PF13",1319,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- Abrisse","hohe Anforderungen mach Schließungen von Gebäuden notwendig",28,363,28,135,NA,1,5,4,5,FALSE,TRUE,NA,335,83.75,107,26.75,35845,22.403125,884,55.25,442,55.25,195.5,81.5,3,4
"10039",725,725,5776141,15,5,4,"7","4.75","93","29.25",80,20,-1,-1,1383,1319,1385,287,287,"Adaptierung/Modernisierung der räumlichen Strukturen an die Anforderungen des Versorgungsauftrags sowie an die Anforderungen der betroffenen Primär- und Sekundärversorgungsbereiche","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",32,"classic","PF14",1383,1165,"classic","05.10.2022",2,"15.09.2022","","29.09.2022",2,1,"","	- demographische Entwicklung <br>Allgemein: <br>- infrastrukturelle Veränderung <br>- personalstrukturelle Veränderung <br>- abrechnungstechnische Veränderung <br>- beschaffungsspezifische Veränderung <br>- besserer Patient:innenkomfort im stationären (Betten-)Bereich <br>- bessere Anbindung an das CMZ (kürzere Patiet:innenwege <br>- bessere Umsetzung von Schallschutzmaßnahmen (Audiometrie) <br>","	- Berücksichtigung zukünftiger Versorungsbedarfe  <br>- Erhöhung der Versorgungsqualität (Reduktion der Wartezeiten) <br>- Stärkung des medizinischen Standards der Fachbereiche <br>- Effektivere und effizientere Gestaltung der Arbeitsabläufe bzw. des klinischen Alltags (z. B. Einführung einer zentralen Leitstelle / elektronische Unterstützung, Einführung neuer Berufsgruppen z. B. MOA, OA) <br>- kürzere Wege <br>- Verbesserung der Patienten- und Mitarbeiter:innen-Zufriedenheit ==> Imageverbesserung <br>- fachübergreifende Vernetzung der Fächer des Kopfzentrums <br>- Beibehaltung bzw. Erhöhung der Felxibilität des med. Personals => Schonung der Personalressource <br>- kein Bedarf des Transports radioaktiver Tracer <br>- Verbesserung der interdisziplinären Zusammenarbeit der Fachbereiche <br>- Nutzung von Synergien durch die Zusammenführung einzelner bisher autarker Fachbereiche <br>- Verschiebung von Marktanteilen",28,372,19,117,NA,1,5,4,5,TRUE,TRUE,NA,344,86,98,24.5,33712,21.07,884,55.25,442,55.25,200,68,3,5
