"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID"
"12159",923,923,15367419,42,2,2,"33.75","39","63.5","60.75",16,4,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",135,254,157,244,"Grid22",2,4,4,2,FALSE,TRUE,NA,119,87,10353,412,206,194.5,200.5,3,3,"Grid33"
"12161",923,923,15367601,20,5,2,"96.25","53","100","100",40,10,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","Baumaßnahmen","Gefährdung des Grundwassers",385,400,0,188,"Grid25",5,5,3,1,FALSE,TRUE,NA,15,188,2820,406,203,392.5,94,5,2,"Grid25"
"12163",923,923,15367783,11,3,4,"65.25","17.75","93.75","51.75",48,12,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",261,375,193,329,"Grid43",4,5,5,3,FALSE,FALSE,NA,114,136,15504,500,250,318,261,4,4,"Grid44"
"12165",923,923,15367965,22,4,3,"74.25","70.5","95.75","94",48,12,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",297,383,24,118,"Grid34",4,5,2,1,FALSE,TRUE,NA,86,94,8084,360,180,340,71,5,1,"Grid15"
"12167",923,923,15368147,13,4,4,"65.25","23.75","97.25","50",64,16,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",261,389,200,305,"Grid44",4,5,4,3,FALSE,TRUE,NA,128,105,13440,466,233,325,252.5,5,4,"Grid45"
"12169",923,923,15368329,12,4,4,"70.5","10.5","100","46",64,16,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",282,400,216,358,"Grid44",4,5,5,3,FALSE,TRUE,NA,118,142,16756,520,260,341,287,5,4,"Grid45"
"12171",923,923,15368511,13,5,3,"70.75","27.25","92","60.75",60,15,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",283,368,157,291,"Grid35",4,5,4,2,FALSE,TRUE,NA,85,134,11390,438,219,325.5,224,5,3,"Grid35"
"12173",923,923,15368693,21,NA,NA,"","","","",NA,NA,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12175",923,923,15368875,16,4,3,"64","38.25","96","69.75",48,12,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","",256,384,121,247,"Grid34",4,5,4,2,FALSE,TRUE,NA,128,126,16128,508,254,320,184,5,3,"Grid35"
"12177",923,923,15369057,20,NA,NA,"","","","",NA,NA,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,-1,"","","keine Abwasserentsorgung vom CMZ möglich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12179",923,923,15369239,32,4,4,"83.5","56.75","100","90.75",64,16,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",334,400,37,173,"Grid44",5,5,3,1,FALSE,FALSE,NA,66,136,8976,404,202,367,105,5,2,"Grid25"
"12181",923,923,15369421,18,3,3,"12.25","15.5","30.75","54",36,9,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",49,123,184,338,"Grid33",1,2,5,3,FALSE,FALSE,NA,74,154,11396,456,228,86,261,2,4,"Grid42"
"12183",923,923,15369603,31,4,4,"76.75","44","100","76",64,16,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",307,400,96,224,"Grid44",4,5,3,2,FALSE,TRUE,NA,93,128,11904,442,221,353.5,160,5,3,"Grid35"
"12185",923,923,15369785,16,3,4,"24.25","28","47.25","58",48,12,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",97,189,168,288,"Grid43",2,3,4,3,FALSE,TRUE,NA,92,120,11040,424,212,143,228,2,3,"Grid32"
"12187",923,923,15369967,19,4,3,"63.75","69","94.25","88.5",48,12,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",255,377,46,124,"Grid34",4,5,2,1,FALSE,TRUE,NA,122,78,9516,400,200,316,85,4,2,"Grid24"
"12189",923,923,15370149,26,4,2,"53.5","47","83.5","68.5",32,8,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",214,334,126,212,"Grid24",3,5,3,2,FALSE,TRUE,NA,120,86,10320,412,206,274,169,4,3,"Grid34"
"12191",923,923,15370331,20,4,2,"31.25","46.75","73","67",32,8,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",125,292,132,213,"Grid24",2,4,3,2,FALSE,TRUE,NA,167,81,13527,496,248,208.5,172.5,3,3,"Grid33"
"12193",923,923,15370513,10,5,2,"78.75","68","100","98.75",40,10,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",315,400,5,128,"Grid25",4,5,2,1,FALSE,TRUE,NA,85,123,10455,416,208,357.5,66.5,5,1,"Grid15"
"12195",923,923,15370695,14,5,2,"82","67","100","88.5",40,10,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",328,400,46,132,"Grid25",5,5,2,1,FALSE,TRUE,NA,72,86,6192,316,158,364,89,5,2,"Grid25"
"12197",923,923,15370877,23,4,2,"44.5","42","67.25","67.25",32,8,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","Budgetschonung",178,269,131,232,"Grid24",3,4,3,2,FALSE,TRUE,NA,91,101,9191,384,192,223.5,181.5,3,3,"Grid33"
"12199",923,923,15371059,22,4,4,"85","70.75","100","99.5",64,16,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",340,400,2,117,"Grid44",5,5,2,1,FALSE,FALSE,NA,60,115,6900,350,175,370,59.5,5,1,"Grid15"
"12201",923,923,15371241,34,4,2,"62.25","68.25","86.5","100",32,8,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",249,346,0,127,"Grid24",4,5,2,1,FALSE,TRUE,NA,97,127,12319,448,224,297.5,63.5,4,1,"Grid14"
"12203",923,923,15371423,27,4,3,"65.25","61","91.25","84.75",48,12,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",261,365,61,156,"Grid34",4,5,2,1,FALSE,TRUE,NA,104,95,9880,398,199,313,108.5,4,2,"Grid24"
"12205",923,923,15371605,21,4,4,"54","25.5","73.5","63",64,16,-1,-1,1253,1251,1255,336,336,"nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",83,"classic","UV4",1253,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt",216,294,148,298,"Grid44",3,4,4,2,FALSE,TRUE,NA,78,150,11700,456,228,255,223,4,3,"Grid34"
"12207",923,923,15371787,9,4,3,"60.25","70","91.5","89",48,12,-1,-1,1255,1253,1257,337,337,"Konkurs von Auftragsnehmern","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",84,"classic","UV5",1255,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","","Bau- und Projektverzug",241,366,44,120,"Grid34",4,5,2,1,FALSE,TRUE,NA,125,76,9500,402,201,303.5,82,4,2,"Grid24"
"12209",923,923,15371969,26,4,2,"62.25","66","92.75","82",32,8,-1,-1,1257,1255,1259,338,338,"fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",85,"classic","UV6",1257,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","Marktsituation","Bau- und Projektverzug",249,371,72,136,"Grid24",4,5,2,1,FALSE,TRUE,NA,122,64,7808,372,186,310,104,4,2,"Grid24"
"12211",923,923,15372151,50,4,3,"68","61.75","86.5","91.5",48,12,-1,-1,1259,1257,0,339,339,"Änderung/Reduktion der/des medizinischen Leistungsplanung/-spektrums/-angebotsplanung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",86,"classic","UV7",1259,1385,"classic","31.10.2022",1,"31.10.2022","","14.11.2022",2,1,"","	- keine umfassende Berücksichtigung des gesundheitspolitischen Bedarfs sowie der Nutzeranforderungen <br>- Reduktion der räumlichen Strukturen <br>- Neudefinition von Prozessen aufgrund eines veränderten diagnostischen Ablaufs <br>- betriebsorganisatorische und personalstrukturelle Veränderungen","	- keine Deckung der Nachfrage <br>- keine Erfüllung des Versorgungsauftrags",272,346,34,153,"Grid34",4,5,2,1,FALSE,TRUE,NA,74,119,8806,386,193,309,93.5,4,2,"Grid24"
"12213",921,921,15641361,55,4,2,"10","13.5","64.5","38.75",32,8,-1,-1,1269,0,1271,344,344,"keine umfangreiche Information aller Betroffenen und Beteiligten (z. B. zur weiteren (Unternehmens- und Abteilungs-)Strategie bzgl. Fortbestand der Therapiestation und des Zyklotron, sowie den Funktionsräumen von Gebäude 161 (SPECT/PET); Schilddrüsenspezialambulanz)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",1,"classic","BB1",1269,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","	- keine umfassende, zeitgerechte Einbindung und Kommunikation und Information durch in der Projektorganisation und das KD <br>- keine ausreichenden Ressourcenverfügbarkeit für Projekttermine usw. <br>- Masterplan nicht kommuniziert","	- Projektänderungswünsche <br>- Projektverzögerungen <br>- Nutzerunzufriedenheit <br>- keine Identifikation mit dem Projekt <br>- Skepsis, Ängste bzw. keine Zustimmung der Beteiligten und Betroffenen",40,258,245,346,"Grid24",1,4,5,4,FALSE,TRUE,NA,218,101,22018,638,319,149,295.5,2,4,"Grid42"
"12215",921,921,15641545,18,2,2,"4.25","41.25","29","53",16,4,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",17,116,188,235,"Grid22",1,2,3,3,FALSE,TRUE,NA,99,47,4653,292,146,66.5,211.5,1,3,"Grid31"
"12217",921,921,15641729,25,5,3,"71.5","0.5","99","93.25",60,15,-1,-1,1377,1271,1273,346,346,"Nutzung der Erfahrung der Beteiligten aus den Fachbereichen, Fachbereichsmitarbeiter:innen zu Beteiligten machen und einbeziehen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",3,"classic","BB3",1377,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","","Frühzeitige Erhebung und Berücksichtigung von Schnittstellenproblemen und -defiziten",286,396,27,398,"Grid35",4,5,5,1,FALSE,TRUE,NA,110,371,40810,962,481,341,212.5,5,3,"Grid35"
"12219",921,921,15641913,346,2,3,"7.25","9.5","50","42.5",24,6,-1,-1,1273,1377,1275,347,347,"keine ausreichende Ressourcenverfügbarkeit bei den Betroffenen und Beteiligten (z. B. für Projektsitzungen im Rahmen der Planung, Umsetzung und Übersiedelung)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",4,"classic","BB4",1273,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","im Rahmen der Projektplanung werden Dienstpläne, Urlaubszeiten oder Zeiten intensiver zusätzlicher Tätigkeiten (z. B. Jahresabschluss) nicht berücksichtigt <br>(Fachbereiche, Hygiene)","	- Projektverzögerung <br>- verzögerte Inbetriebnahme",29,200,230,362,"Grid32",1,3,5,3,FALSE,TRUE,NA,171,132,22572,606,303,114.5,296,2,4,"Grid42"
"12221",921,921,15642097,22,4,4,"4.25","64","30.75","86",64,16,-1,-1,1275,1273,1277,348,348,"Abhängigkeiten der Projektumsetzung von Einzelpersonen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",5,"classic","BB5",1275,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","","",17,123,56,144,"Grid44",1,2,2,1,FALSE,FALSE,NA,106,88,9328,388,194,70,100,1,2,"Grid21"
"12223",921,921,15642281,13,3,4,"7.25","6.75","66.5","25",48,12,-1,-1,1277,1275,1279,349,349,"Veränderte bzw. nicht/besonders wahrgenommene Zuständigkeit","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",6,"classic","BB6",1277,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","","",29,266,300,373,"Grid43",1,4,5,4,FALSE,TRUE,NA,237,73,17301,620,310,147.5,336.5,2,5,"Grid52"
"12225",921,921,15642465,20,3,3,"10","15.75","91.5","54.25",36,9,-1,-1,1279,1277,1281,350,350,"neue, überzogene (An-)Forderungen der Nutzer/Partner","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",7,"classic","BB7",1279,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",40,366,183,337,"Grid33",1,5,5,3,FALSE,TRUE,NA,326,154,50204,960,480,203,260,3,4,"Grid43"
"12227",921,921,15642649,19,3,3,"8.25","34.5","97.5","63.75",36,9,-1,-1,1281,1279,1283,351,351,"Falsche oder nicht ausgesprochene Erwartungen durch Nutzer, Partner, Anrainer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",8,"classic","BB8",1281,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",33,390,145,262,"Grid33",1,5,4,2,FALSE,TRUE,NA,357,117,41769,948,474,211.5,203.5,3,3,"Grid33"
"12229",921,921,15642833,18,4,3,"38.5","2","99","61",48,12,-1,-1,1283,1281,1285,352,352,"Überlastung des Projektteams","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",9,"classic","BB9",1283,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","mehrere gleichzeitig laufende Projekte","Projektverzögerung",154,396,156,392,"Grid34",2,5,5,2,FALSE,TRUE,NA,242,236,57112,956,478,275,274,4,4,"Grid44"
"12231",921,921,15643017,281,3,4,"36.5","34.25","72.5","56.75",48,12,-1,-1,1285,1283,1287,353,353,"mangelnde Unterstützung/Widerstand von Beteiligten und Betroffenen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",10,"classic","BB10",1285,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","","Projektverzögerung",146,290,173,263,"Grid43",2,4,4,3,FALSE,TRUE,NA,144,90,12960,468,234,218,218,3,3,"Grid33"
"12233",921,921,15643201,13,4,4,"62.75","0.5","99.5","48",64,16,-1,-1,1287,1285,1289,354,354,"langwierige Entscheidungsfindung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",11,"classic","OR1",1287,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","	- unklare Entscheidungs- und Freigabeprozesse <br>- unklare Zuständigkeiten <br>- keine klare Festlegung, Darstellung und Kommunikation des Projektaufbau und -ablauforganisations sowie der Entscheidungsmatrix <br>- Wechsel von Schlüsselpersonen","	- Projektverzögerung",251,398,208,398,"Grid44",4,5,5,3,FALSE,TRUE,NA,147,190,27930,674,337,324.5,303,5,4,"Grid45"
"12235",921,921,15643385,14,4,2,"40.5","47.75","100","85.75",32,8,-1,-1,1289,1287,1291,355,355,"unzureichende Kompetenz und Erfahrung des Projektleiter, Krankenhaushygienikers usw.","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",12,"classic","OR2",1289,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","	- Projektleiter bzw. Hygieniker ist zu kurz im Unternehmen, um die Struktur und Handlungsweisen des Unternehmens zu verstehen","	- Projektverzögerung",162,400,57,209,"Grid24",3,5,3,1,FALSE,TRUE,NA,238,152,36176,780,390,281,133,4,2,"Grid24"
"12237",921,921,15643569,32,2,1,"39.25","72.5","64","93.25",8,2,-1,-1,1291,1289,1293,356,356,"keine Integration QMS und RMS","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",13,"classic","OR3",1291,1389,"classic","21.11.2022",2,"02.11.2022","","16.11.2022",2,1,"","","",157,256,27,110,"Grid12",2,4,2,1,FALSE,TRUE,NA,99,83,8217,364,182,206.5,68.5,3,1,"Grid13"
