"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyOPixel","uncertaintyIPercent","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyPerimeterPixel","uncertaintytotalPixel","middleX","middleY","middleIGRID","middleOGRID","middleGRID","scaled_IMPACT","scaled_OCCURRENCE","scaled_X1","scaled_X2","scaled_Y1","scaled_Y2","scaled_uncertainty_X","scaled_uncertainty_Y","scaled_uncertainty_XY","scaled_uncertainty_AREA","scaled_uncertainty_PERIMETER","scaled_uncertainty_middle_X","scaled_uncertainty_middle_Y"
"9233",365,365,4697553,5,3,4,"42.5","76.75","82.5","99.5",48,12,-1,-1,1341,1339,1343,303,303,"keine ausreichende Berücksichtigung der Nutzeranforderungen in der Planung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",48,"classic","PV5",1341,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- mangelhafte (Architekten-)Planung (unzureichendes Raumangebot)  <br> <br>- siehe beispielhaft nachfolgende Punkte: <br> Nuklearmedizin: Übersiedelung bzw. Neubau folgender Strukturen: <br>- Aufnahme Nuklearmedizin <br>- Aufnahme Schilddrüse/Spezialambulanzen <br>HNO <br>- Berücksichtigung der hohen Frequenzen (Haupteingang) <br>- Lenken der Patient:innenströme im ambulanten Bereich <br> Physikalische Medizin: <br>- Therapiebecken für Wasseranwendungen <br>- Raum Medizinische Trainingstherapie <br> Hygiene <br>- ausreichender Lagerräume und -flächen => Just in Time-Lieferungen z. B. von patientenbezogenen OP-Tassen  <br>- ausreichend Bettenlagerflächen (erhöhtes Patient:innenaufkommen in der Holdingarea OP-Bereich) <br> Technik <br>- hohe Zwischendecken (zukünftige Nachrüstungen) / Zwischendeckenelemente <br>- Aufzüge (inkl. Schachtentlüftung) redundant ausführen","	- keine Anpassung der Räumlichkeiten an die Untersuchungsanforderungen (z. B. Pädaudiometrie muss vollständig verdunkelt werden können, Waschbecken in allen Räumlichkeiten) <br>- keine korrekte Durchführung von Messungen <br>- Gefährdung des Untersuchungserfolgs  <br>- Gefährdung der Patient:innensicherheit <br>- Fülle an Anforderungen können nicht zeitnah erfüllt werden <br>- Ressourcenmehrbedarf",170,330,307,398,"Grid43",3,5,4,5,TRUE,TRUE,NA,160,91,40,22.75,14560,502,251,250,352.5,4,5,"Grid54",50,70,42.5,82.5,76.75,99.5,40,22.75,62.75,910,125.5,62.5,88.125
"9235",365,365,4697681,6,3,5,"22.75","46.25","59.75","81.25",60,15,-1,-1,1343,1341,1345,304,304,"Baufeld in zentralem Krankenhausumfeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",49,"classic","PV6",1343,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","(Not-)Anlieferung von Patient:innen, Logistiktransporte, Besucher","chaotische Verkehrssituation",91,239,185,325,"Grid53",2,3,3,5,TRUE,TRUE,NA,148,140,37,35,20720,576,288,165,255,3,4,"Grid43",50,90,22.75,59.75,46.25,81.25,37,35,72,1295,144,41.25,63.75
"9237",365,365,4697809,10,4,3,"3","1","39.75","34",48,12,-1,-1,1345,1343,1347,305,305,"keine Berücksichtigung etwaiger gesetzlicher Vorgaben des Strahlenschutz im Rahmen von Bautätigkeiten","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",50,"classic","RA1",1345,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Gefahrenstoffe","	- möglicherweise Abstände und Absperrungen notwendig",12,159,4,136,"Grid34",1,2,1,2,FALSE,FALSE,NA,147,132,36.75,33,19404,558,279,85.5,70,2,1,"Grid12",70,50,3,39.75,1,34,36.75,33,69.75,1212.75,139.5,21.375,17.5
"9239",365,365,4697937,7,3,4,"4.5","46.25","48.25","79.5",48,12,-1,-1,1347,1345,1349,306,306,"negative Stellungnahme durch den L-RH oder sonstiger Behörden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",51,"classic","RA2",1347,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","keine Vorabklärung mit Behörden (z. B. L-RH, Sanitätsbewilligungsbehörde usw.)","	- keine Realisierungsgenehmigung <br>- zeitliche Verzögerung <br>- Mehrkosten <br>- Verlängerung Risiko HNO",18,193,185,318,"Grid43",1,3,3,4,TRUE,TRUE,NA,175,133,43.75,33.25,23275,616,308,105.5,251.5,2,4,"Grid42",50,70,4.5,48.25,46.25,79.5,43.75,33.25,77,1454.6875,154,26.375,62.875
"9241",365,365,4698065,7,3,4,"3.75","45.5","58","74.5",48,12,-1,-1,1349,1347,1351,307,307,"Verzögerungen in diversen Vergabeverfahren (Einsprüche) vor allem bei Schlüsselgewerken","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",52,"classic","RA3",1349,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- unklare Ausschreibungsunterlagen <br>- Vorgaben im Bezug auf den Beschaffungsprozess /Ausschreibung und Vergaben werden nicht eingehalten <br>- Willkür der Einsprucherhebenden","	- zeitliche Verzögerungen <br>- Mehrkosten",15,232,182,298,"Grid43",1,3,3,4,TRUE,TRUE,NA,217,116,54.25,29,25172,666,333,123.5,240,2,4,"Grid42",50,70,3.75,58,45.5,74.5,54.25,29,83.25,1573.25,166.5,30.875,60
"9243",365,365,4698193,15,3,4,"7.5","45.75","48","64.75",48,12,-1,-1,1351,1349,1399,308,308,"keine ausreichende Zugangsregelung der Nuklearmedizin zum Zeitpunkt des Abbruch des Nordtraktes von Gebäude 161 und entsprechende Information aller Beteiligten darüber","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",53,"classic","SI1",1351,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",30,192,183,259,"Grid43",1,3,3,4,TRUE,TRUE,NA,162,76,40.5,19,12312,476,238,111,221,2,3,"Grid32",50,70,7.5,48,45.75,64.75,40.5,19,59.5,769.5,119,27.75,55.25
"9245",365,365,4698321,8,3,3,"12","39.25","54","83.75",36,9,-1,-1,1399,1351,1353,309,309,"Steigerung der Sicherheit von Patient:innen, Mitarbeiter:innen und Dritter","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",54,"classic","SI2",1399,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",48,216,157,335,"Grid33",1,3,2,5,TRUE,TRUE,NA,168,178,42,44.5,29904,692,346,132,246,2,4,"Grid42",50,50,12,54,39.25,83.75,42,44.5,86.5,1869,173,33,61.5
"9247",365,365,4698449,9,3,3,"2.5","1","95.25","37",36,9,-1,-1,1353,1399,1355,310,310,"keine ausreichende Baugrubenabsicherung zum angrenzenden Betrieb","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",55,"classic","SI3",1353,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",10,381,4,148,"Grid33",1,5,1,2,FALSE,TRUE,NA,371,144,92.75,36,53424,1030,515,195.5,76,3,1,"Grid13",50,50,2.5,95.25,1,37,92.75,36,128.75,3339,257.5,48.875,19
"9249",365,365,4698577,5,3,4,"11.5","42","83","76.25",48,12,-1,-1,1355,1353,1357,311,311,"Ausfall kritischer Infrastruktur","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",56,"classic","SI4",1355,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","Anschluss- und Baumaßnahmen (Kälte, Wärme, Abwasser, Wasser usw.)","Versorgungsauftrag kann nicht erfüllt werden",46,332,168,305,"Grid43",1,5,3,4,TRUE,TRUE,NA,286,137,71.5,34.25,39182,846,423,189,236.5,3,3,"Grid33",50,70,11.5,83,42,76.25,71.5,34.25,105.75,2448.875,211.5,47.25,59.125
"9251",365,365,4698705,11,3,3,"3.5","0.75","39.5","33.25",36,9,-1,-1,1357,1355,1359,312,312,"Kollektorgang nicht nutzbar","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",57,"classic","SI5",1357,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","Bautätigkeiten","Einschränkungen in der Versorgung ( Logistik)",14,158,3,133,"Grid33",1,2,1,2,FALSE,FALSE,NA,144,130,36,32.5,18720,548,274,86,68,2,1,"Grid12",50,50,3.5,39.5,0.75,33.25,36,32.5,68.5,1170,137,21.5,17
"9253",365,365,4698833,9,3,3,"2.5","81","44.25","94",36,9,-1,-1,1359,1357,1361,313,313,"Beeinträchtigung des Zugangs/Zufahrt der Notaufnahme","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",58,"classic","SI6",1359,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","Intensive Verschränkung des Baustellenverkehrs mit dem laufenden Betrieb im hochfrequentierten Bereich der Notfallaufnahme","Beeinflussung der (Rettungs-)Notfahrten",10,177,324,376,"Grid33",1,3,5,5,FALSE,TRUE,NA,167,52,41.75,13,8684,438,219,93.5,350,2,5,"Grid52",50,50,2.5,44.25,81,94,41.75,13,54.75,542.75,109.5,23.375,87.5
"9255",365,365,4698961,8,3,3,"12.5","46.75","47.5","76",36,9,-1,-1,1361,1359,1363,314,314,"Zeitgerechte Umsetzung/Überwachung vorhabensbezogener sicherheitstechnischer Vorgaben","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",59,"classic","SI7",1361,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",50,190,187,304,"Grid33",1,3,3,4,TRUE,TRUE,NA,140,117,35,29.25,16380,514,257,120,245.5,2,4,"Grid42",50,50,12.5,47.5,46.75,76,35,29.25,64.25,1023.75,128.5,30,61.375
"9257",365,365,4699089,10,3,3,"50.75","44.75","99.25","54.5",36,9,-1,-1,1363,1361,1365,315,315,"keine ausreichende Einbindung und Information der Sicherheitsbeauftragten über sicherheitsrelevante Faktoren","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",60,"classic","SI8",1363,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",203,397,179,218,"Grid33",3,5,3,3,TRUE,TRUE,NA,194,39,48.5,9.75,7566,466,233,300,198.5,4,3,"Grid34",50,50,50.75,99.25,44.75,54.5,48.5,9.75,58.25,472.875,116.5,75,49.625
"9259",365,365,4699217,11,4,4,"18.25","39","99","57",64,16,-1,-1,1365,1363,1401,316,316,"Gefährdung des Abklingbeckens durch Bestandsabriss in Nähe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",61,"classic","SI9",1365,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","Baumaßnahmen","Gefährdung des Grundwassers",73,396,156,228,"Grid44",1,5,2,3,FALSE,TRUE,NA,323,72,80.75,18,23256,790,395,234.5,192,3,3,"Grid33",70,70,18.25,99,39,57,80.75,18,98.75,1453.5,197.5,58.625,48
"9261",365,365,4699345,7,3,3,"53.5","2","99","88",36,9,-1,-1,1401,1365,1367,317,317,"Verbesserung der technischen Betriebssicherheit","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",62,"classic","TE1",1401,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",214,396,8,352,"Grid33",3,5,1,5,TRUE,TRUE,NA,182,344,45.5,86,62608,1052,526,305,180,4,3,"Grid34",50,50,53.5,99,2,88,45.5,86,131.5,3913,263,76.25,45
"9263",365,365,4699473,12,4,4,"30","52.25","100","82",64,16,-1,-1,1367,1401,1403,318,318,"Beschädigung bzw. Beeinträchtigung der Betriebsbereitschaft sensibler medizintechnischer Geräte (z. B. SPECT Kameras, Szintillationskristalle) Bestand und Siedlungsgut","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",63,"classic","TE2",1367,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Abriss <br>- Erschütterungen <br>- Temperaturschwankungen <br>- Staubentwicklung","Gefährdung der Patient:innensicherheit",120,400,209,328,"Grid44",2,5,3,5,TRUE,TRUE,NA,280,119,70,29.75,33320,798,399,260,268.5,4,4,"Grid44",70,70,30,100,52.25,82,70,29.75,99.75,2082.5,199.5,65,67.125
"9265",365,365,4699601,8,3,4,"23.25","40.75","99","76.75",48,12,-1,-1,1403,1367,1369,319,319,"Zusammenführung, Anbindung, Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",64,"classic","TE3",1403,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Umsetzung eines Neubaus","	- moderne, gleichwertige technische Infrastruktur <br>- Anlagenredundanz",93,396,163,307,"Grid43",2,5,3,4,TRUE,TRUE,NA,303,144,75.75,36,43632,894,447,244.5,235,4,3,"Grid34",50,70,23.25,99,40.75,76.75,75.75,36,111.75,2727,223.5,61.125,58.75
"9267",365,365,4699729,7,3,3,"6.25","43","58.5","74.25",36,9,-1,-1,1369,1403,1371,322,322,"Fernwärme/Kälteversorgung für zukünftige Versorgung berücksichtigen (Neuverlegung, Trassenführung)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",65,"classic","TE4",1369,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",25,234,172,297,"Grid33",1,3,3,4,TRUE,TRUE,NA,209,125,52.25,31.25,26125,668,334,129.5,234.5,2,3,"Grid32",50,50,6.25,58.5,43,74.25,52.25,31.25,83.5,1632.8125,167,32.375,58.625
"9269",365,365,4699857,11,3,4,"50.5","60.75","99.75","84.5",48,12,-1,-1,1371,1369,1233,323,323,"Kollektorgänge für zukünftige Erweiterungen vorbereitet (Onkozentrum)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",66,"classic","TE5",1371,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",202,399,243,338,"Grid43",3,5,4,5,TRUE,TRUE,NA,197,95,49.25,23.75,18715,584,292,300.5,290.5,4,4,"Grid44",50,70,50.5,99.75,60.75,84.5,49.25,23.75,73,1169.6875,146,75.125,72.625
"9271",365,365,4699985,10,4,3,"24.25","52.5","99.75","90.5",48,12,-1,-1,1233,1371,1261,324,324,"keine absolute Staubfreiheit im Strahlenbereich für offene radioaktive Stoffe","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",67,"classic","TE6",1233,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",97,399,210,362,"Grid34",2,5,3,5,TRUE,TRUE,NA,302,152,75.5,38,45904,908,454,248,286,4,4,"Grid44",70,50,24.25,99.75,52.5,90.5,75.5,38,113.5,2869,227,62,71.5
"9273",365,365,4700113,9,4,4,"21","51.25","99","81.75",64,16,-1,-1,1261,1233,1263,340,340,"IT- und MT-Schnittstellenproblematiken zwischen den Einrichtungen werden nicht ausreichend berücksichtigt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",68,"classic","TE7",1261,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","",84,396,205,327,"Grid44",2,5,3,5,TRUE,TRUE,NA,312,122,78,30.5,38064,868,434,240,266,4,4,"Grid44",70,70,21,99,51.25,81.75,78,30.5,108.5,2379,217,60,66.5
"9275",365,365,4700241,7,4,4,"26.75","62.5","99.75","76.75",64,16,-1,-1,1263,1261,1265,341,341,"Hebeanlage CMZ-Abwasser befindet sich direkt am Baufeld","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",69,"classic","TE8",1263,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","keine Abwasserentsorgung vom CMZ möglich",107,399,250,307,"Grid44",2,5,4,4,TRUE,TRUE,NA,292,57,73,14.25,16644,698,349,253,278.5,4,4,"Grid44",70,70,26.75,99.75,62.5,76.75,73,14.25,87.25,1040.25,174.5,63.25,69.625
"9277",365,365,4700369,11,4,4,"18","72","98.75","92.5",64,16,-1,-1,1265,1263,1267,342,342,"Statik der  zweiten  Med für Umbauten des Bestandes nicht geeignet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",70,"classic","TE9",1265,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Zustand Altbestand","erhebliche Mehrkosten für Umbau und Abriss",72,395,288,370,"Grid44",1,5,4,5,TRUE,TRUE,NA,323,82,80.75,20.5,26486,810,405,233.5,329,3,5,"Grid53",70,70,18,98.75,72,92.5,80.75,20.5,101.25,1655.375,202.5,58.375,82.25
"9279",365,365,4700497,13,4,3,"19.75","46.75","52.75","77.5",48,12,-1,-1,1267,1265,1373,343,343,"Lärm- und Staubbelästigung während der Bauphase der Patient:innen und Mitarbeiter:innen in den umliegenden Gebäude(-teile) ==> Nähe Notfallaufnahme ==> zentraler Verkehrsknotenpunkt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",71,"classic","UÖ1",1267,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Unklare Definition der Anforderungen in den Ausschreibungsunterlagen <br>- Mangelhafte Kommunikation <br>- Mangelhafte Kontrollen <br>- Mangelndes Bewusstsein der Ausführenden <br>im Rahmen der Bautätigkeiten","	- Patient:innen und Mitarbeiter:innenunzufriedenheit <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- Höhere psychische Belastung der MA und Patient:innen <br> <br>",79,211,187,310,"Grid34",1,3,3,4,TRUE,FALSE,NA,132,123,33,30.75,16236,510,255,145,248.5,2,4,"Grid42",70,50,19.75,52.75,46.75,77.5,33,30.75,63.75,1014.75,127.5,36.25,62.125
"9281",365,365,4700625,8,3,4,"53","44.25","99","60.75",48,12,-1,-1,1373,1267,1235,325,325,"Integration ressourcenschonender Energienutzungsmodelle in die Projektplanung (Alternativenergie, Passivhausstandard, Grundwasserkühlung/-energiespeicherung, Photovoltaik (z. B. in Fassade integrieren oder am Dach), Erdwärme, Sonnenschutz - starke Lamellen, Fassadenfarbe, Niedertemperatur Heiz-Kühlsystem (Baukernaktivierung,  usw.)","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",72,"classic","UÖ2",1373,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","	- erhöhter Baukosteneinsatz <br>- zusätzliche Beschattung",212,396,177,243,"Grid43",3,5,3,4,TRUE,TRUE,NA,184,66,46,16.5,12144,500,250,304,210,4,3,"Grid34",50,70,53,99,44.25,60.75,46,16.5,62.5,759,125,76,52.5
"9283",365,365,4700753,6,3,4,"39","50.75","70.25","71",48,12,-1,-1,1235,1373,1237,326,326,"Erschütterungen während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",73,"classic","UÖ3",1235,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","Nähe Baufeld","	- Patient:innen und Mitarbeiter:innen Unzufriedenheit <br>- Schädigung etwaiger hochsensibler medizinsicher Geräte (z. B. SPECT Kamera, PET/CT) <br>- Beeinträchtigung bei Operationen <br>- Schädigung angrenzender Gebäude(-teile) <br>- Reduzierte Sicherheit der Patienten:innen und Mitarbeiter:innen <br>- Beeinträchtigung des laufenden Betriebs im Allgemeinen <br>- höhere psychische Belastung der MA und Patient:innen",156,281,203,284,"Grid43",2,4,3,4,TRUE,TRUE,NA,125,81,31.25,20.25,10125,412,206,218.5,243.5,3,4,"Grid43",50,70,39,70.25,50.75,71,31.25,20.25,51.5,632.8125,103,54.625,60.875
"9285",365,365,4700881,7,3,4,"56","42","86.25","74.5",48,12,-1,-1,1237,1235,1239,327,327,"unbekannte Einbauten im Boden","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",74,"classic","UÖ4",1237,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- keine vorliegenden Unterlagen","	- Mehrkosten",224,345,168,298,"Grid43",3,5,3,4,TRUE,TRUE,NA,121,130,30.25,32.5,15730,502,251,284.5,233,4,3,"Grid34",50,70,56,86.25,42,74.5,30.25,32.5,62.75,983.125,125.5,71.125,58.25
"9287",365,365,4701009,8,5,5,"63.75","74.5","99.25","93",100,25,-1,-1,1239,1237,1241,328,328,"keine Kenntnis über das Ausmaß des kontaminierten Abbruchmaterials (Asbest, gefährliche Stoffe) und kontaminierte Einbauten im Baugrund","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",75,"classic","UÖ5",1239,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","alte Baureste (Sondermüll) z. B. Abriss Schilddrüsenambulanz","	- Mehrkosten <br>- Baustelleneinschränkungen <br>- (erhöhte) Umweltauflagen werden nicht eingehalten",255,397,298,372,"Grid55",4,5,4,5,TRUE,TRUE,NA,142,74,35.5,18.5,10508,432,216,326,335,5,5,"Grid55",90,90,63.75,99.25,74.5,93,35.5,18.5,54,656.75,108,81.5,83.75
"9289",365,365,4701137,7,4,5,"44","59","98.75","98.5",80,20,-1,-1,1241,1239,1243,329,329,"Verunreinigung angrenzender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",76,"classic","UÖ6",1241,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","Abklingbecken der Nuklearmedizin","	- Mehrkosten <br>- Projektverzögerungen <br>- Image <br>- Verunreinigung des Grundwassers",176,395,236,394,"Grid54",3,5,3,5,TRUE,TRUE,NA,219,158,54.75,39.5,34602,754,377,285.5,315,4,4,"Grid44",70,90,44,98.75,59,98.5,54.75,39.5,94.25,2162.625,188.5,71.375,78.75
"9291",365,365,4701265,6,5,5,"34.5","51","98.75","89.5",100,25,-1,-1,1243,1241,1245,330,330,"Verunreinigung des Grundwasser","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",77,"classic","UÖ7",1243,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- bauliche Tätigkeiten","Verlust des Trinkwasser",138,395,204,358,"Grid55",2,5,3,5,TRUE,TRUE,NA,257,154,64.25,38.5,39578,822,411,266.5,281,4,4,"Grid44",90,90,34.5,98.75,51,89.5,64.25,38.5,102.75,2473.625,205.5,66.625,70.25
"9293",365,365,4701393,8,4,4,"30.75","41","62","78",64,16,-1,-1,1245,1243,1375,331,331,"unkontrollierter Wassereintritt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",78,"classic","UÖ8",1245,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Hochwasserschutz wurde nicht ausreichend berücksichtigt <br>- mangelnde Abdeckarbeiten im Zuge der Bautätigkeiten","	- Personenschaden <br>- Sachschaden  <br>- Bauverzögerung <br>- Sach- bzw. Personenschaden",123,248,164,312,"Grid44",2,4,3,4,TRUE,TRUE,NA,125,148,31.25,37,18500,546,273,185.5,238,3,3,"Grid33",70,70,30.75,62,41,78,31.25,37,68.25,1156.25,136.5,46.375,59.5
"9295",365,365,4701521,11,2,5,"48.75","37.25","98.5","58.25",40,10,-1,-1,1375,1245,1247,332,332,"Förderungen lukrieren","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",79,"classic","UÖ9",1375,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","","Budgetschonung",195,394,149,233,"Grid52",3,5,2,3,FALSE,FALSE,NA,199,84,49.75,21,16716,566,283,294.5,191,4,3,"Grid34",30,90,48.75,98.5,37.25,58.25,49.75,21,70.75,1044.75,141.5,73.625,47.75
"9297",365,365,4701649,8,3,4,"30","0","75.5","89.5",48,12,-1,-1,1247,1375,1249,333,333,"Beschaffenheit des Baugrunds nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",80,"classic","UV1",1247,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Materialaufbau <br>- Grundwasser <br>- Bestandseinbauten <br>- Kriegsdelikte","	- Mehrkosten <br>- zeitliche Verzögerung <br>- Gefährdung von Personen und Strukturen",120,302,0,358,"Grid43",2,4,1,5,TRUE,TRUE,NA,182,358,45.5,89.5,65156,1080,540,211,179,3,3,"Grid33",50,70,30,75.5,0,89.5,45.5,89.5,135,4072.25,270,52.75,44.75
"9299",365,365,4701777,8,4,3,"26.25","63.75","98.75","88.75",48,12,-1,-1,1249,1247,1251,334,334,"Altbestand nicht ausreichend bekannt","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",81,"classic","UV2",1249,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- Gebäude am Baufeld tlw. in Betrieb <br>- Bestandsunterlagen zur Statik liegen nicht vor","	- Mehrkosten <br>- zeitliche Verzögerung Umsetzungsprojekt <br>- Gefährdung von Personen und Strukturen",105,395,255,355,"Grid34",2,5,4,5,FALSE,TRUE,NA,290,100,72.5,25,29000,780,390,250,305,4,4,"Grid44",70,50,26.25,98.75,63.75,88.75,72.5,25,97.5,1812.5,195,62.5,76.25
"9301",365,365,4701905,9,3,3,"21.5","76.5","99.25","92.75",36,9,-1,-1,1251,1249,1253,335,335,"nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung,","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",82,"classic","UV3",1251,539,"classic","03.10.2022",2,"12.09.2022","17.08.2022","26.09.2022",1,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt durch fehlende Finanzierung nicht einhaltbar",86,397,306,371,"Grid33",2,5,4,5,FALSE,TRUE,NA,311,65,77.75,16.25,20215,752,376,241.5,338.5,4,5,"Grid54",50,50,21.5,99.25,76.5,92.75,77.75,16.25,94,1263.4375,188,60.375,84.625
