"","ACC2SURV_ACCID","Quercheck","ANS2SURV_ID","ANS2SURV_DURATION","IMPACT","OCCURRENCE","X1PCT","Y1PCT","X2PCT","Y2PCT","PROZAHL","RPZ","GRAPHIO","GRAPHRPZ","QUES2SURV_ID","Q2SID_PREV","Q2SID_NEXT","QUES2SURV_QUESID","QUES_ID","QUES_TEXT","QUES_TYP","QUES2SURV_SURVID","SURV_NAME","QUES2SURV_SORT","QUES2SURV_METHOD","QUES2SURV_KBID","ANS2SURV_QUES2SURVID","ANS2SURV_ACC2SURVID","ANS2SURV_METHOD","MODIFIED","ACC2SURV_GROUPID","ACC2SURV_FIRSTSTEP_DATE","ACC2SURV_MAILFIRST","ACC2SURV_MAILSECOND","ACC2SURV_ROLE","ANS2SURV_ANSWERED","ANS2SURV_COMMENT","QUES_CAUSE","QUES_EFFECT","X1Pixel","X2Pixel","Y1Pixel","Y2Pixel","ClassicGrid","getlowx","gethighx","getlowy","gethighy","hitOcc","hitImp","QuestionGroup","uncertaintyIPixel","uncertaintyIPercent","uncertaintyOPixel","uncertaintyOPercent","uncertaintyAreaPixel","uncertaintyAreaPercent","uncertaintyPerimeterPixel","uncertaintyPerimeterPercent","uncertaintytotalPixel","uncertaintytotalPercent"
"11517",882,882,12951245,9,3,5,"63","1.5","99.5","52.25",60,15,-1,-1,1253,1251,1255,336,336,"nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",83,"classic","UV4",1253,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- geopolitische Entwicklung/Ereignisse <br>- pandemische Entwicklung und Folgen (SiGe-Plan)","	- Mehrkosten <br>- Projektlaufzeit Umsetzungsprojekt",252,398,6,209,NA,4,5,3,5,TRUE,TRUE,NA,146,36.5,203,50.75,29638,47420800,698,11168,349,2792
"11519",882,882,12951417,8,4,4,"71","48.25","99.25","97.5",64,16,-1,-1,1255,1253,1257,337,337,"Konkurs von Auftragsnehmern","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",84,"classic","UV5",1255,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","","Bau- und Projektverzug",284,397,193,390,NA,4,5,1,3,TRUE,FALSE,NA,113,28.25,197,49.25,22261,35617600,620,9920,310,2480
"11521",882,882,12951589,11,3,2,"64","31.25","79.5","80",24,6,-1,-1,1257,1255,1259,338,338,"fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",85,"classic","UV6",1257,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","Marktsituation","Bau- und Projektverzug",256,318,125,320,NA,4,4,1,4,FALSE,TRUE,NA,62,15.5,195,48.75,12090,19344000,514,8224,257,2056
"11523",882,882,12951761,16,3,3,"32.25","33.25","74.75","84",36,9,-1,-1,1259,1257,0,339,339,"Änderung/Reduktion der/des medizinischen Leistungsplanung/-spektrums/-angebotsplanung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",86,"classic","UV7",1259,1342,"classic","28.10.2022",2,"10.10.2022","","24.10.2022",2,1,"","	- keine umfassende Berücksichtigung des gesundheitspolitischen Bedarfs sowie der Nutzeranforderungen <br>- Reduktion der räumlichen Strukturen <br>- Neudefinition von Prozessen aufgrund eines veränderten diagnostischen Ablaufs <br>- betriebsorganisatorische und personalstrukturelle Veränderungen","	- keine Deckung der Nachfrage <br>- keine Erfüllung des Versorgungsauftrags",129,299,133,336,NA,2,4,1,4,TRUE,TRUE,NA,170,42.5,203,50.75,34510,55216000,746,11936,373,2984
"11525",881,881,13161453,155,5,3,"35.25","46.5","79","60.75",60,15,-1,-1,1269,0,1271,344,344,"keine umfangreiche Information aller Betroffenen und Beteiligten (z. B. zur weiteren (Unternehmens- und Abteilungs-)Strategie bzgl. Fortbestand der Therapiestation und des Zyklotron, sowie den Funktionsräumen von Gebäude 161 (SPECT/PET); Schilddrüsenspezialambulanz)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",1,"classic","BB1",1269,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- keine umfassende, zeitgerechte Einbindung und Kommunikation und Information durch in der Projektorganisation und das KD <br>- keine ausreichenden Ressourcenverfügbarkeit für Projekttermine usw. <br>- Masterplan nicht kommuniziert","	- Projektänderungswünsche <br>- Projektverzögerungen <br>- Nutzerunzufriedenheit <br>- keine Identifikation mit dem Projekt <br>- Skepsis, Ängste bzw. keine Zustimmung der Beteiligten und Betroffenen",141,316,186,243,NA,2,4,2,3,TRUE,FALSE,NA,175,43.75,57,14.25,9975,15960000,464,7424,232,1856
"11527",881,881,13161627,22,3,3,"36.25","58.5","63.5","75.5",36,9,-1,-1,1271,1269,1377,345,345,"Projektanforderungen ändern sich","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",2,"classic","BB2",1271,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- Wechsel der Nutzervertreter BO (z. B. durch Pensionierungen)  <br>- lange Projektlaufzeit","	- Kostensteigerungen <br>- zeitliche Verzögerungen <br>- Veränderung des technischen Standards zwischen Planung und Inbetriebnahme",145,254,234,302,NA,2,4,2,3,TRUE,TRUE,NA,109,27.25,68,17,7412,11859200,354,5664,177,1416
"11529",881,881,13161801,42,4,4,"66","7.5","92","25.25",64,16,-1,-1,1377,1271,1273,346,346,"Nutzung der Erfahrung der Beteiligten aus den Fachbereichen, Fachbereichsmitarbeiter:innen zu Beteiligten machen und einbeziehen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",3,"classic","BB3",1377,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","Frühzeitige Erhebung und Berücksichtigung von Schnittstellenproblemen und -defiziten",264,368,30,101,NA,4,5,4,5,TRUE,TRUE,NA,104,26,71,17.75,7384,11814400,350,5600,175,1400
"11531",881,881,13161975,30,3,3,"44.5","22.75","77.25","38.5",36,9,-1,-1,1273,1377,1275,347,347,"keine ausreichende Ressourcenverfügbarkeit bei den Betroffenen und Beteiligten (z. B. für Projektsitzungen im Rahmen der Planung, Umsetzung und Übersiedelung)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",4,"classic","BB4",1273,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","im Rahmen der Projektplanung werden Dienstpläne, Urlaubszeiten oder Zeiten intensiver zusätzlicher Tätigkeiten (z. B. Jahresabschluss) nicht berücksichtigt <br>(Fachbereiche, Hygiene)","	- Projektverzögerung <br>- verzögerte Inbetriebnahme",178,309,91,154,NA,3,4,4,4,TRUE,FALSE,NA,131,32.75,63,15.75,8253,13204800,388,6208,194,1552
"11533",881,881,13162149,23,3,4,"36.75","30.25","60.5","52",48,12,-1,-1,1275,1273,1277,348,348,"Abhängigkeiten der Projektumsetzung von Einzelpersonen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",5,"classic","BB5",1275,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","",147,242,121,208,NA,2,4,3,4,TRUE,TRUE,NA,95,23.75,87,21.75,8265,13224000,364,5824,182,1456
"11535",881,881,13162323,21,3,3,"67.75","40.75","95.5","58.5",36,9,-1,-1,1277,1275,1279,349,349,"Veränderte bzw. nicht/besonders wahrgenommene Zuständigkeit","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",6,"classic","BB6",1277,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","",271,382,163,234,NA,4,5,3,3,FALSE,TRUE,NA,111,27.75,71,17.75,7881,12609600,364,5824,182,1456
"11537",881,881,13162497,25,3,2,"40","34.5","60.25","58.5",24,6,-1,-1,1279,1277,1281,350,350,"neue, überzogene (An-)Forderungen der Nutzer/Partner","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",7,"classic","BB7",1279,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",160,241,138,234,NA,3,4,3,4,FALSE,TRUE,NA,81,20.25,96,24,7776,12441600,354,5664,177,1416
"11539",881,881,13162671,17,2,2,"45.5","47.75","86.25","65",16,4,-1,-1,1281,1279,1283,351,351,"Falsche oder nicht ausgesprochene Erwartungen durch Nutzer, Partner, Anrainer","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",8,"classic","BB8",1281,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- lange Projektdauer <br>- Wechsel wesentlicher Schlüsselpersonen","",182,345,191,260,NA,3,5,2,3,FALSE,TRUE,NA,163,40.75,69,17.25,11247,17995200,464,7424,232,1856
"11541",881,881,13162845,15,3,4,"49.75","26.25","86.5","44.5",48,12,-1,-1,1283,1281,1285,352,352,"Überlastung des Projektteams","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",9,"classic","BB9",1283,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","mehrere gleichzeitig laufende Projekte","Projektverzögerung",199,346,105,178,NA,3,5,3,4,TRUE,TRUE,NA,147,36.75,73,18.25,10731,17169600,440,7040,220,1760
"11543",881,881,13163019,10,4,4,"73.25","39","100","58",64,16,-1,-1,1285,1283,1287,353,353,"mangelnde Unterstützung/Widerstand von Beteiligten und Betroffenen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",10,"classic","BB10",1285,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","Projektverzögerung",293,400,156,232,NA,4,5,3,4,TRUE,TRUE,NA,107,26.75,76,19,8132,13011200,366,5856,183,1464
"11545",881,881,13163193,32,2,3,"64.5","52","100","67.25",24,6,-1,-1,1287,1285,1289,354,354,"langwierige Entscheidungsfindung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",11,"classic","OR1",1287,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- unklare Entscheidungs- und Freigabeprozesse <br>- unklare Zuständigkeiten <br>- keine klare Festlegung, Darstellung und Kommunikation des Projektaufbau und -ablauforganisations sowie der Entscheidungsmatrix <br>- Wechsel von Schlüsselpersonen","	- Projektverzögerung",258,400,208,269,NA,4,5,2,3,FALSE,TRUE,NA,142,35.5,61,15.25,8662,13859200,406,6496,203,1624
"11547",881,881,13163367,26,4,2,"67.75","40.5","100","59",32,8,-1,-1,1289,1287,1291,355,355,"unzureichende Kompetenz und Erfahrung des Projektleiter, Krankenhaushygienikers usw.","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",12,"classic","OR2",1289,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- Projektleiter bzw. Hygieniker ist zu kurz im Unternehmen, um die Struktur und Handlungsweisen des Unternehmens zu verstehen","	- Projektverzögerung",271,400,162,236,NA,4,5,3,3,FALSE,FALSE,NA,129,32.25,74,18.5,9546,15273600,406,6496,203,1624
"11549",881,881,13163541,41,4,2,"63","59.25","93.5","79.5",32,8,-1,-1,1291,1289,1293,356,356,"keine Integration QMS und RMS","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",13,"classic","OR3",1291,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","",252,374,237,318,NA,4,5,2,3,FALSE,FALSE,NA,122,30.5,81,20.25,9882,15811200,406,6496,203,1624
"11551",881,881,13163715,12,4,4,"49.5","48.75","84.25","67.75",64,16,-1,-1,1293,1291,1295,357,357,"keine ausreichende Berücksichtigung/Koordination der vielen Beteiligten und/oder Schnittstellen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",14,"classic","OR4",1293,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","",198,337,195,271,NA,3,5,2,3,TRUE,FALSE,NA,139,34.75,76,19,10564,16902400,430,6880,215,1720
"11553",881,881,13163889,14,4,4,"44.25","41.25","78.25","60",64,16,-1,-1,1295,1293,1297,358,358,"fehlende selbständige interne Koordination der Fachabteilung","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",15,"classic","OR5",1295,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- kein Verständnis der übermittelten Information <br>- keine interne Kommunikation und Information in der Abteilung","Wissensdefizit <br>ineffiziente Arbeitssitzungen",177,313,165,240,NA,3,4,2,3,TRUE,FALSE,NA,136,34,75,18.75,10200,16320000,422,6752,211,1688
"11555",881,881,13164063,20,4,4,"54.5","56.75","97.75","78.75",64,16,-1,-1,1297,1295,1299,359,359,"Wechsel wesentlicher Schlüsselpersonen für die Umsetzung/Verantwortlicher im Projektteam (z. B. Projektleitung, Nutzer, Planer, Auftraggeber, Verantwortungsträger in einzelnen Bereichen z. B. Technik), Know-How-Träger stehen nicht zur Verfügung / Veränderung in den Entscheidungsstrukturen","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",16,"classic","OR6",1297,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- keine rechtzeitige Nachfolgeregelung z. B. bei Pensionierungen <br>- fachliche Überforderung <br>- Neubesetzungen","	- mangelhafter Wissenstransfer <br>- Ressourcenlücken <br>- Verzögerungen bzw. Projekt kann nicht entsprechend denfinierten Projektzielen umgesetzt werden z. B. durch  Veränderungen in den Entscheidungsstrukturen",218,391,227,315,NA,3,5,2,3,TRUE,FALSE,NA,173,43.25,88,22,15224,24358400,522,8352,261,2088
"11557",881,881,13164237,44,5,3,"65.25","26.25","98.75","42.75",60,15,-1,-1,1299,1297,1301,360,360,"es besteht kein effizientes Änderungsmanagement","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",17,"classic","PA1",1299,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- zu viele Entscheider","	- Verzögerung <br>- Mehrkosten",261,395,105,171,NA,4,5,3,4,FALSE,FALSE,NA,134,33.5,66,16.5,8844,14150400,400,6400,200,1600
"11559",881,881,13164411,37,3,4,"23.5","44.25","58","59.25",48,12,-1,-1,1301,1299,1303,361,361,"verzögerte Freigabe von Planungsschritten und Genehmigungschritten (PA1)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",18,"classic","PA2",1301,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- fehlende Vorgaben Betriebsorganisation <br>- nicht geführte Diskussionen zu Fragen der Betriebsorganisation <br>- keine Klärung und Dokumentation der neuen Betriebsprozesse bzw. Patient:innenverantwortlichkeiten im neuen Behandlungsprozess","	- Verzögerung Gesamtprojektfortschritt <br>- fehlende Akzeptanz bei Nutzern",94,232,177,237,NA,2,3,3,3,FALSE,TRUE,NA,138,34.5,60,15,8280,13248000,396,6336,198,1584
"11561",881,881,13164585,16,5,4,"76.5","14.5","100","36.5",80,20,-1,-1,1303,1301,1305,362,362,"Raumplanung nicht am Betriebsbedarf ausgerichtet","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",19,"classic","PF1",1303,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","zu wenig Räumlichkeiten (6 OP-Räume und 2 Eingriffsräume) bzw. Platz (z. B. Ambulanzzentrum) für 60.000 ambulante Patienten jährlich","	- Einschränkung der Betriebsabläufe (ineffektiv und ineffizient) <br>- Wartezeiten für Patient:innen <br>- reduzierte Patienten- und Mitarbeiter:innen-Zufriedenheit",306,400,58,146,NA,4,5,4,5,TRUE,TRUE,NA,94,23.5,88,22,8272,13235200,364,5824,182,1456
"11563",881,881,13164759,40,5,4,"74.75","26.5","100","59",80,20,-1,-1,1305,1303,1379,363,363,"Betriebsunterbrechungen bzw. -ausfälle länger als 1 Arbeitswoche (Weiterbestand/Sanierung des restlichen Gebäudes 161 (inkl. den Räumlichkeiten für 3 SPECT/CT, 1 PET/CT) - Eingangsbereich 161","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",20,"classic","PF2",1305,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- Zwischenaussiedelung der Schilddrüsenambulanz zur Baufeldfeimachung <br>- zusätzliches Baufeld wird benötigt","	- Gefährdung der Patietnt:innen-Sicherheit (onkologisch) <br>- Nicht-Erfüllung des Versorgungsauftrages <br>- Mehrkosten  <br>- Mehrbedarf Personalressourcen <br>- länger Bauzeit <br>- keine Nachnutzung",299,400,106,236,NA,4,5,3,4,TRUE,FALSE,NA,101,25.25,130,32.5,13130,21008000,462,7392,231,1848
"11565",881,881,13164933,24,4,4,"71.5","0","100","38.75",64,16,-1,-1,1379,1305,1307,364,364,"Etablierung einer zentralen Leitstelle für die Schilddrüsenambulanz und die Nuklearmedizin","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",21,"classic","PF3",1379,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","	- effektive und effiziente Prozessgestaltung <br>- Ressourcenschonung <br>- gesteigerte Patienten- und Mitarbeiter:innen-Zufriedenheit",286,400,0,155,NA,4,5,4,5,TRUE,TRUE,NA,114,28.5,155,38.75,17670,28272000,538,8608,269,2152
"11567",881,881,13165107,14,4,3,"38.75","62.25","66","91.5",48,12,-1,-1,1307,1379,1381,365,365,"Schulungs- und Einführungsaufwand","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",22,"classic","PF4",1307,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- neuartige Technologien <br>- Verfahren <br>- Prozesse <br>- Materialien","	- Personalmehraufwand",155,264,249,366,NA,2,4,1,2,TRUE,FALSE,NA,109,27.25,117,29.25,12753,20404800,452,7232,226,1808
"11569",881,881,13165281,26,4,4,"45.75","38","77.25","54.5",64,16,-1,-1,1381,1307,1397,366,366,"Harmonisierung unterschiedlicher Standards und Umsetzungsgrade in prozessübergreifenden Managementsystemen (z. B.  Qualitäts- und Risikomanagement, ISMS, Compliance) und anderen Systemen","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",23,"classic","PF5",1381,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","",183,309,152,218,NA,3,4,3,4,TRUE,TRUE,NA,126,31.5,66,16.5,8316,13305600,384,6144,192,1536
"11571",881,881,13165455,144,3,2,"61.75","66","90.25","81.75",24,6,-1,-1,1397,1381,1331,297,297,"Baufeldfreimachung für zukünftige Projekte","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",24,"classic","PF6",1397,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","HNO, 1. Med.","",247,361,264,327,NA,4,5,1,2,FALSE,FALSE,NA,114,28.5,63,15.75,7182,11491200,354,5664,177,1416
"11573",881,881,13165629,25,NA,NA,"","","","",NA,NA,-1,-1,1331,1397,1309,298,298,"Gefährdung bestehender Zertifizierungen (ISO, Onko-Zentrum, UEMS, EMAS)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",25,"classic","PF7",1331,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,-1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11575",881,881,13165803,16,4,3,"42.5","44.25","62.75","65.25",48,12,-1,-1,1309,1331,1311,281,281,"zusätzlicher Betrieb leer stehender Gebäude","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",26,"classic","PF8",1309,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- kein Abriss","	- Mehrkosten",170,251,177,261,NA,3,4,2,3,TRUE,FALSE,NA,81,20.25,84,21,6804,10886400,330,5280,165,1320
"11577",881,881,13165977,23,4,4,"55.75","42.75","99","57.75",64,16,-1,-1,1311,1309,1313,282,282,"keine Berücksichtigung der Veränderung der medizinischen Standards von der Planung bis zur Fertigstellung (ca. 6 Jahre)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",27,"classic","PF9",1311,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","medizinische Weiterentwicklung und Innovationen in der Zukunft können nicht berücksichtigt werden","",223,396,171,231,NA,3,5,3,3,TRUE,FALSE,NA,173,43.25,60,15,10380,16608000,466,7456,233,1864
"11579",881,881,13166151,17,5,4,"66","59","99.5","83",80,20,-1,-1,1313,1311,1315,283,283,"keine ausreichende Berücksichtigung von Kapazitäten, Zeit, Kosten in der Planung der Übersiedelung während der Bauphase","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",28,"classic","PF10",1313,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","","	- Projektkosten können nicht eingehalten werden / werden wesentlich überschritten <br>- verzögerte Inbetriebnahme",264,398,236,332,NA,4,5,1,3,TRUE,FALSE,NA,134,33.5,96,24,12864,20582400,460,7360,230,1840
"11581",881,881,13166325,19,5,3,"67.5","33.25","99.75","53.5",60,15,-1,-1,1315,1313,1317,284,284,"keine ausreichende Berücksichtigung der Schnittstellen zwischen Projekt und laufendem Betrieb (technisch)","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",29,"classic","PF11",1315,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- keine ausreichenden technischen Gegebenheiten und Kapazitäten (Energie, Wasser, Klima, Gas, HT usw.)","	- Schnittstellenprobleme <br>- Mehrkosten",270,399,133,214,NA,4,5,3,4,FALSE,FALSE,NA,129,32.25,81,20.25,10449,16718400,420,6720,210,1680
"11583",881,881,13166499,21,5,4,"79.25","18.25","99.75","52.25",80,20,-1,-1,1317,1315,1319,285,285,"negative Auswirkung und Beeinflussung des angrenzenden (laufenden) Betriebs","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",30,"classic","PF12",1317,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- Nähe zum Baufeld (Erschütterungen, Lärm, Staub) <br>- keine adäquate Baufeldabgrenzung","	- Einschränkgung im Bereich (z. B. Nukl.Med., Notfallaufnahmen, Zufahrt) <br>- klinische Abläufe <br>- Patient:innen- und Mitarbeiter:innensicherheit und -zufriedenheit <br>- Gerätesicherheit <br>- Hygiene <br>- Logistik <br>- Brandschutz uvm.",317,399,73,209,NA,4,5,3,5,TRUE,TRUE,NA,82,20.5,136,34,11152,17843200,436,6976,218,1744
"11585",881,881,13166673,41,3,3,"50.25","38.25","82","57.75",36,9,-1,-1,1319,1317,1383,286,286,"Neu-Bewilligungen werden notwendig","Risiko",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",31,"classic","PF13",1319,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- Abrisse","hohe Anforderungen mach Schließungen von Gebäuden notwendig",201,328,153,231,NA,3,5,3,4,TRUE,TRUE,NA,127,31.75,78,19.5,9906,15849600,410,6560,205,1640
"11587",881,881,13166847,23,5,4,"59.25","20.25","100","50",80,20,-1,-1,1383,1319,1385,287,287,"Adaptierung/Modernisierung der räumlichen Strukturen an die Anforderungen des Versorgungsauftrags sowie an die Anforderungen der betroffenen Primär- und Sekundärversorgungsbereiche","Chance",61,"Vorprojekt Kopfzentrum Klinikum Klagenfurt",32,"classic","PF14",1383,1341,"classic","11.10.2022",1,"11.10.2022","","25.10.2022",2,1,"","	- demographische Entwicklung <br>Allgemein: <br>- infrastrukturelle Veränderung <br>- personalstrukturelle Veränderung <br>- abrechnungstechnische Veränderung <br>- beschaffungsspezifische Veränderung <br>- besserer Patient:innenkomfort im stationären (Betten-)Bereich <br>- bessere Anbindung an das CMZ (kürzere Patiet:innenwege <br>- bessere Umsetzung von Schallschutzmaßnahmen (Audiometrie) <br>","	- Berücksichtigung zukünftiger Versorungsbedarfe  <br>- Erhöhung der Versorgungsqualität (Reduktion der Wartezeiten) <br>- Stärkung des medizinischen Standards der Fachbereiche <br>- Effektivere und effizientere Gestaltung der Arbeitsabläufe bzw. des klinischen Alltags (z. B. Einführung einer zentralen Leitstelle / elektronische Unterstützung, Einführung neuer Berufsgruppen z. B. MOA, OA) <br>- kürzere Wege <br>- Verbesserung der Patienten- und Mitarbeiter:innen-Zufriedenheit ==> Imageverbesserung <br>- fachübergreifende Vernetzung der Fächer des Kopfzentrums <br>- Beibehaltung bzw. Erhöhung der Felxibilität des med. Personals => Schonung der Personalressource <br>- kein Bedarf des Transports radioaktiver Tracer <br>- Verbesserung der interdisziplinären Zusammenarbeit der Fachbereiche <br>- Nutzung von Synergien durch die Zusammenführung einzelner bisher autarker Fachbereiche <br>- Verschiebung von Marktanteilen",237,400,81,200,NA,3,5,3,4,TRUE,FALSE,NA,163,40.75,119,29.75,19397,31035200,564,9024,282,2256
